,Unnamed: 0,E_HOMO_PM6[eV],E_LUMO_PM6[eV],DipoleMoment [D],IsotropicAverageAlpha [A.U.],AverageBeta [A.U.], AverageGamma [A.U.],S1(CAS2-1+CIS) [eV],S2(CAS2-1+CIS) [eV],INDOS-OscStr(CAS2-1+CIS),CI-Coef**2(CAS2-1+CIS),T1(CAS2-1+CIS) [eV],T2(CAS2-1+CIS) [eV],nAcid,naAromAtom,nAromBond,nAtom,nHeavyAtom,nH,nB,nC,nN,nO,nS,nF,nX,nBase,nBonds,nBonds2,nBondsS,nBondsS2,nBondsS3,nBondsD,nBondsD2,nBondsT,nBondsM,C1SP1,C2SP1,C1SP2,C2SP2,C3SP2,C1SP3,C2SP3,C3SP3,C4SP3,Sv,Sse,Spe,Sare,Sp,Si,Mv,Mse,Mpe,Mare,Mp,Mi,nHBAcc,nHBAcc2,nHBAcc3,nHBAcc_Lipinski,nHBDon,nHBDon_Lipinski,nAtomLC,nAtomP,nAtomLAC,nRing,n3Ring,n4Ring,n5Ring,n6Ring,n7Ring,n8Ring,n9Ring,n10Ring,nFRing,nF4Ring,nF5Ring,nF6Ring,nF7Ring,nF8Ring,nF9Ring,nF10Ring,nHeteroRing,n3HeteroRing,n4HeteroRing,n5HeteroRing,n6HeteroRing,n7HeteroRing,n8HeteroRing,n9HeteroRing,n10HeteroRing,nF4HeteroRing,nF5HeteroRing,nF6HeteroRing,nF7HeteroRing,nF8HeteroRing,nF9HeteroRing,nF10HeteroRing,nT4HeteroRing,nT5HeteroRing,nT6HeteroRing,nT7HeteroRing,nT8HeteroRing,nT9HeteroRing,nT10HeteroRing,nRotB,RotBFrac,nRotBt,RotBtFrac, DRC(PUHF)
931,123804144,-8.327869999999999,1.54463,1.694,70.49002,97.8691,1514.88482,2.8242154,4.0119979,0.040997000000000006,0.01562538,1.6966922999999952,3.6576744999999953,0.0,0.0,0.0,15.0,6.0,9.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,7.0,16.0,16.0,16.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,8.196188683085692,14.658412235979604,13.956862745098045,14.148000000000005,9.252177844311372,115.70154910179643,0.5464125788723796,0.9772274823986404,0.9304575163398696,0.9432000000000004,0.6168118562874251,7.713436606786429,1.0,1.0,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.079842
950,123851819,-7.392639999999999,-1.70514,1.28,124.63502,503.297,14326.2431,2.4872745,5.1184894,0.031067,0.00665884,1.41745509999987,4.81912609999987,0.0,0.0,0.0,22.0,8.0,14.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,22.0,22.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,1.0,0.0,12.677793608793008,20.99344501092498,19.82352941176471,20.016,15.901258682634726,166.07903113772457,0.5762633458542274,0.95424750049659,0.9010695187165776,0.909818181818182,0.7227844855743057,7.549046869896571,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.06140900000000001
1010,124119937,-9.15215,-0.71745,3.145,103.93466,98.08,5339.2133,2.1938261000000003,2.3032001,0.0075819999999999985,0.09269155,-0.08733070000016596,1.257191399999834,0.0,0.0,0.0,19.0,10.0,9.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,19.0,17.0,17.0,8.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,11.712115815184207,18.98470502549162,18.341176470588238,18.604000000000006,12.569543113772454,146.59304610778443,0.6164271481675899,0.9991950013416644,0.9653250773993812,0.9791578947368422,0.6615549007248659,7.715423479357075,3.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,0.34894899999999995
1012,124130429,-8.96239,-1.1080299999999998,2.484,107.17229,173.3492,8085.681109999998,0.949238,1.3740476,0.011131,0.00907468,-0.16659160000017434,0.6143835999998256,0.0,0.0,0.0,17.0,10.0,7.0,0.0,7.0,3.0,0.0,0.0,0.0,0.0,2.0,10.0,17.0,16.0,16.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,11.170288011398334,17.096868171886378,16.615686274509812,16.844000000000005,11.770988622754489,130.30748562874254,0.6570757653763726,1.005698127758022,0.9773933102652828,0.990823529411765,0.6924110954561464,7.665146213455444,3.0,3.0,3.0,3.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.33217
1028,124198752,-8.92169,0.01813,1.16,81.37095,10.2868,4872.21766,2.3382157,3.8912216,0.0023940000000000003,0.07211487,0.5086780000001454,3.710024600000145,0.0,0.0,0.0,18.0,8.0,10.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,18.0,18.0,18.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,9.740993283126404,18.091769847050248,17.396078431372555,17.712000000000003,10.627502994011973,143.21079640718563,0.5411662935070224,1.0050983248361252,0.9664488017429196,0.9840000000000002,0.5904168330006652,7.956155355954759,4.0,4.0,4.0,4.0,2.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.159418
1047,12447784,-7.45563,-2.03608,0.259,118.54084,25.2352,16785.86235,2.0705058000000003,2.3633056,0.041933,0.0,1.2504493999999795,1.4649044999999794,0.0,0.0,0.0,10.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,10.0,7.0,7.0,3.0,3.0,3.0,0.0,3.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,8.853653572155508,9.332847778587034,8.941176470588239,8.912,12.219863473053891,69.30439041916169,0.8853653572155509,0.9332847778587036,0.8941176470588237,0.8912000000000001,1.2219863473053891,6.930439041916169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.087094
1093,12533146,-8.946439999999997,1.30503,0.696,66.00076999999999,31.307,1236.10712,2.6920316000000004,3.9242415,0.036102,0.01527998,1.6250898000000689,3.571459700000069,0.0,0.0,0.0,14.0,6.0,8.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,7.882110319560352,13.88201019664967,13.250980392156867,13.440000000000005,8.674457485029937,107.01023592814371,0.5630078799685966,0.9915721569035478,0.9464985994397762,0.9600000000000004,0.6196041060735671,7.643588280581695,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.14285714285714285,0.0713
1104,12559488,-8.31121,0.6332899999999999,0.8370000000000001,112.06787,120.4696,4791.02636,0.9255028,2.2394125,0.010921,0.20669262,-0.5372839000001477,-0.049793800000147714,0.0,0.0,0.0,22.0,10.0,12.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,22.0,21.0,21.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,12.766893954813767,21.653313911143478,20.73725490196079,21.016,14.108692215568855,169.0610275449102,0.5803133615824438,0.9842415414156126,0.9426024955436724,0.9552727272727272,0.6413041916167663,7.684592161132281,2.0,2.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.2,0.32532300000000003
1130,12615415,-9.65122,-0.77074,5.9,81.90966999999998,151.7395,2617.56218,2.8936575,3.5919484,6e-06,0.0,1.6248563000001468,2.805328700000147,0.0,0.0,0.0,15.0,8.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,13.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,0.0,9.12712354976593,15.264384559359064,14.772549019607847,15.016000000000005,9.592545508982038,116.27356347305391,0.6084749033177287,1.0176256372906043,0.9848366013071899,1.001066666666667,0.6395030339321356,7.7515708982035925,1.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.083315
1147,126537975,-8.81427,0.23894,4.489,110.27128,130.0781,4477.44058,2.0490959,2.3890928,0.004808,0.32282421,-0.10754449999990356,0.5896592000000964,0.0,0.0,0.0,20.0,10.0,10.0,0.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,20.0,19.0,19.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,0.0,12.225066151027887,19.765477057538234,19.01176470588236,19.256,13.310137724550895,152.77546706586827,0.6112533075513944,0.9882738528769116,0.9505882352941178,0.9628,0.6655068862275447,7.6387733532934154,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,0.708379
1151,12656982,-8.68907,0.4614,1.364,87.97316,24.6321,2475.0433,1.8399039,2.6715587000000003,0.0008789999999999999,0.35656083,-0.3137142999999014,4.229669400000098,0.0,0.0,0.0,20.0,8.0,12.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,20.0,20.0,20.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,10.766893954813764,19.653313911143478,18.73725490196079,19.016,12.108692215568855,155.5756383233533,0.5383446977406882,0.9826656955571741,0.9368627450980396,0.9508,0.605434610778443,7.778781916167665,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77533
1177,12677504,-9.2679,-0.8728,2.495,83.37525,304.056,2291.19277,3.3020896,3.4732192000000004,0.148646,0.0,1.7589634999999362,2.7838389999999364,0.0,0.0,0.0,15.0,8.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,13.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,9.12712354976593,15.264384559359064,14.772549019607847,15.016000000000005,9.592545508982038,116.27356347305391,0.6084749033177287,1.0176256372906043,0.9848366013071899,1.001066666666667,0.6395030339321356,7.7515708982035925,1.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.062413
1178,12677506,-9.23459,-1.00841,4.272,84.62858,239.4945,2387.6293100000007,3.3824339999999995,3.5127915,0.152152,0.0,1.7793451999998524,2.7126186999998523,0.0,0.0,0.0,15.0,8.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,13.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.12712354976593,15.264384559359064,14.772549019607847,15.016000000000005,9.592545508982038,116.27356347305391,0.6084749033177287,1.0176256372906043,0.9848366013071899,1.001066666666667,0.6395030339321356,7.7515708982035925,1.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.060759
1179,12677507,-9.30523,-0.97037,3.738,82.92755,331.6642,3138.14942,3.4656962,3.5316999,0.097754,0.01062908,1.8368418000000024,2.8659423000000017,0.0,0.0,0.0,15.0,8.0,7.0,0.0,5.0,2.0,1.0,0.0,0.0,0.0,0.0,8.0,15.0,13.0,13.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,9.12712354976593,15.264384559359064,14.772549019607847,15.016000000000005,9.592545508982038,116.27356347305391,0.6084749033177287,1.0176256372906043,0.9848366013071899,1.001066666666667,0.6395030339321356,7.7515708982035925,1.0,3.0,3.0,3.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.05947
1180,12680358,-9.10731,0.80203,3.766,76.94575,63.8216,1958.46715,1.9505955,3.0622742,0.0022370000000000003,0.17293411,-0.015141099999937069,4.201660700000063,0.0,0.0,0.0,17.0,7.0,10.0,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,17.0,17.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,9.225066151027887,16.765477057538234,16.011764705882356,16.256000000000007,10.310137724550897,132.54738323353294,0.542650950060464,0.9862045327963668,0.9418685121107268,0.9562352941176476,0.6064786896794644,7.796904896090172,2.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4850310000000001
1186,12693179,-9.27833,-0.52647,5.625,80.24124,188.3382,2011.33371,2.945032,3.5209262000000003,9.5e-05,0.03019684,1.6116700999998557,2.8529293999998564,0.0,0.0,0.0,14.0,8.0,6.0,0.0,4.0,3.0,1.0,0.0,0.0,0.0,2.0,8.0,14.0,12.0,12.0,6.0,2.0,2.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,8.61417321392225,14.483612527312452,14.101960784313727,14.364000000000004,8.851950898203592,110.09114251497007,0.6152980867087321,1.0345437519508895,1.0072829131652663,1.0260000000000002,0.6322822070145423,7.863653036783576,2.0,4.0,4.0,4.0,1.0,2.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.25,0.08125299999999999
1209,12750005,-8.2881,0.36333,0.105,70.36804000000001,5.2285,2290.55457,1.8247998,3.6673538,0.000342,0.19414805,-0.24379629999998545,2.1990823000000144,0.0,0.0,0.0,14.0,6.0,8.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,14.0,12.0,12.0,4.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,0.0,8.167311215143501,13.551347414420974,12.901960784313733,13.040000000000004,9.194217964071854,105.59840958083834,0.58337937251025,0.9679533867443552,0.9215686274509808,0.9314285714285716,0.656729854576561,7.542743541488452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,0.597757
1230,12868608,-9.89197,0.70036,0.383,63.17498000000001,18.684,1383.74447,2.716155,4.0274333,0.006113,0.02535941,1.5056409000000033,2.471408800000003,0.0,0.0,0.0,12.0,5.0,7.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,12.0,12.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,1.0,0.0,6.896397313250562,11.607428987618349,11.039215686274511,11.160000000000002,7.794940718562873,90.71293473053892,0.5746997761042135,0.967285748968196,0.9199346405228759,0.9300000000000002,0.6495783932135727,7.559411227544911,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,2.0,0.4,0.080097
1254,129191621,-7.942039999999999,0.2835,2.091,112.41584,689.8405,21257.71541,0.9958961,1.6016105,0.018483000000000003,0.2705498,-0.2631050999998479,0.5866782000001521,0.0,0.0,0.0,14.0,8.0,6.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,15.0,15.0,15.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,9.625483411357623,13.66351056081573,13.176470588235295,13.280000000000005,10.39566347305389,102.79823832335329,0.6875345293826874,0.9759650400582665,0.9411764705882356,0.9485714285714292,0.7425473909324207,7.342731308810952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1111111111111111,3.0,0.3333333333333333,0.915567
1268,129629252,-8.73536,-0.35514,2.269,107.13141,78.5419,5984.87722,1.2931422,2.1130272,0.008975,0.05984427,-0.04250699999988683,0.9253213000001131,0.0,0.0,0.0,19.0,10.0,9.0,0.0,8.0,1.0,1.0,0.0,0.0,0.0,0.0,10.0,19.0,18.0,18.0,9.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,4.0,0.0,0.0,11.910987787502547,18.9890750182083,18.30588235294118,18.548,12.732417365269455,144.08415389221557,0.6268940940790815,0.9994250009583316,0.963467492260062,0.9762105263157896,0.6701272297510239,7.583376520642925,2.0,2.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.1,0.24185
1274,129642009,-9.58324,0.39632,1.68,69.33728,33.1012,2071.08946,2.6831814,4.470014099999998,0.0073599999999999985,0.03141786,1.0938891999999214,3.6120042999999216,0.0,0.0,0.0,15.0,7.0,8.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,7.0,15.0,15.0,15.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,8.398037451658867,15.208302986161687,14.635294117647064,14.896000000000004,8.991822754491016,117.67364910179644,0.5598691634439245,1.0138868657441125,0.9756862745098044,0.9930666666666672,0.5994548502994009,7.844909940119763,3.0,3.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054096000000000005
1277,129649066,-6.64974,-0.6302300000000001,2.346,98.45384,536.0227,-3097.03608,2.2124617000000004,2.6661211,0.013374,0.27618392,0.1189560000000256,2.005314900000026,0.0,0.0,0.0,18.0,9.0,9.0,3.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.0,18.0,18.0,18.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.307940972928968,17.95957756737072,17.317647058823535,17.700000000000006,12.988704790419161,140.40996826347308,0.6282189429404982,0.9977543092983732,0.9620915032679742,0.9833333333333336,0.7215947105788422,7.800553792415171,6.0,6.0,6.0,6.0,4.0,7.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.3333333333333333,0.750179
1287,129657223,-8.46186,-0.37682,1.27,66.92575,296.3468,4286.68118,2.419085,3.2515878,0.000143,0.22803296,0.1944508999999925,2.3465369999999925,0.0,0.0,0.0,9.0,5.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,9.0,7.0,7.0,3.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,6.08365560757175,8.775673707210487,8.450980392156866,8.52,6.597108982035928,66.28459401197605,0.6759617341746389,0.9750748563567208,0.9389978213507628,0.9466666666666668,0.7330121091151031,7.364954890219562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,0.596431
1297,129670543,-9.50161,-1.57871,2.86,50.74886,110.6333,2967.7206100000008,0.9342433,2.4740964,9.7e-05,0.0,0.5683661000000484,1.3869722000000484,0.0,0.0,0.0,8.0,5.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,8.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.285504376144923,8.32556445739257,8.129411764705884,8.267999999999999,5.336753892215569,61.51399940119761,0.6606880470181153,1.0406955571740713,1.0161764705882357,1.0335,0.6670942365269461,7.689249925149701,0.0,2.0,2.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.2,2.0,0.4,0.071296
